dataname,clf,TP,FN,TN,FP,pd,prec,f1,accuracy
Camel,LR,0,18,481,1,0.0,0.0,0,0.96
Camel,NB,1,17,465,17,0.06,0.06,0.06,0.93
Camel,MLP,0,18,482,0,0.0,0,0,0.96
Camel,SVM,1,17,468,14,0.06,0.07,0.06,0.94
Camel,RF,0,18,482,0,0.0,0,0,0.96
